Row,SOURCE,ID,ORDER,LAT ,LON,LATLON_Q,Elevation,Slope,Aspect,HORIZON,DEPTH2,DEPTH1,DEPTH,MINERAL_D,FF_D,TOTAL_D,BULK DENSITY_MEAS,BULK DENSITY_SHAW,BULK DENSITY,CF,CCONC,CCONTENT,TOTAL_C,CCONTENT_1M,TOTAL_C_1M,,,,,,,,,Canadian Order,HORIZON,,cconc_method
697,NRCS (Michaelson et al. 2013),83AK130113,Dysic Typic Cryofolist,55.963,-133.603,HIGH,NA,NA,NA,Oa1,6,56,50,,,,0.00,0.15,0.15,0,51.67,38750,,38750,,,,,,,,,,Folisol,Oh1,,0
698,NRCS (Michaelson et al. 2013),83AK130113,Dysic Typic Cryofolist,55.963,-133.603,HIGH,NA,NA,NA,Oa2,56,63,7,,,,0.00,0.15,0.15,0,37.14,3899,,3899,,,,,,,,,,Folisol,Oh2,,0
699,NRCS (Michaelson et al. 2013),83AK130113,Dysic Typic Cryofolist,55.963,-133.603,HIGH,NA,NA,NA,BC,63,72,9,,,,0.00,1.71,1.71,2,18.80,28357,,28357,,,,,,,,,,Folisol,BC,,0
700,NRCS (Michaelson et al. 2013),83AK130114,"Coarse-loamy, mixed Typic Cryorthod",55.963,-133.603,HIGH,NA,NA,NA,Oe,10,6,4,118,10,128,0.00,0.12,0.12,0,44.01,2112,52149,2112,505.3,60.35,,,,,,,,Humo-Ferric Podzol,Om,,0
701,NRCS (Michaelson et al. 2013),83AK130114,"Coarse-loamy, mixed Typic Cryorthod",55.963,-133.603,HIGH,NA,NA,NA,Oa,6,0,6,,,,0.00,0.15,0.15,0,44.49,4004,,4004,,,,,,,,,,Humo-Ferric Podzol,Oh,,0
702,NRCS (Michaelson et al. 2013),83AK130114,"Coarse-loamy, mixed Typic Cryorthod",55.963,-133.603,HIGH,NA,NA,NA,B / Bs,0,16,16,,,,0.00,1.46,1.46,2,8.85,20268,,20268,,,,,,,,,,Humo-Ferric Podzol,B / bf,,0
703,NRCS (Michaelson et al. 2013),83AK130114,"Coarse-loamy, mixed Typic Cryorthod",55.963,-133.603,HIGH,NA,NA,NA,BC,16,68,52,,,,0.00,1.19,1.19,0,3.44,21269,,21269,,,,,,,,,,Humo-Ferric Podzol,BC,,0
704,NRCS (Michaelson et al. 2013),83AK130114,"Coarse-loamy, mixed Typic Cryorthod",55.963,-133.603,HIGH,NA,NA,NA,2C,68,118,50,,,,0.00,1.91,1.91,35,0.72,4495,,2877,,,,,,,,,,Humo-Ferric Podzol,2C,,0
705,NRCS (Michaelson et al. 2013),83AK130116,"Loamy-skeletal, mixed Cryic Fragiorthod",55.963,-133.603,HIGH,NA,NA,NA,Oe,18,13,5,97,18,115,0.00,0.12,0.12,0,38.36,2302,39037,2302,390.4,76.86,,,,,,,,Humo-Ferric Podzol,Om,,0
706,NRCS (Michaelson et al. 2013),83AK130116,"Loamy-skeletal, mixed Cryic Fragiorthod",55.963,-133.603,HIGH,NA,NA,NA,Oi,13,0,13,,,,0.00,0.08,0.08,0,60.62,6305,,6305,,,,,,,,,,Humo-Ferric Podzol,Of,,0
707,NRCS (Michaelson et al. 2013),83AK130116,"Loamy-skeletal, mixed Cryic Fragiorthod",55.963,-133.603,HIGH,NA,NA,NA,E,0,3,3,,,,0.00,1.31,1.31,8,9.61,3473,,3473,,,,,,,,,,Humo-Ferric Podzol,E,,0
708,NRCS (Michaelson et al. 2013),83AK130116,"Loamy-skeletal, mixed Cryic Fragiorthod",55.963,-133.603,HIGH,NA,NA,NA,Bhs,3,22,19,,,,0.00,1.19,1.19,36,7.79,11275,,11275,,,,,,,,,,Humo-Ferric Podzol,Bhf,,0
709,NRCS (Michaelson et al. 2013),83AK130116,"Loamy-skeletal, mixed Cryic Fragiorthod",55.963,-133.603,HIGH,NA,NA,NA,BC,22,45,23,,,,0.00,1.19,1.19,38,4.39,7455,,7455,,,,,,,,,,Humo-Ferric Podzol,BC,,0
710,NRCS (Michaelson et al. 2013),83AK130116,"Loamy-skeletal, mixed Cryic Fragiorthod",55.963,-133.603,HIGH,NA,NA,NA,C,45,97,52,,,,0.00,1.91,1.91,34,1.26,8228,,8228,,,,,,,,,,Humo-Ferric Podzol,C,,0
711,NRCS (Michaelson et al. 2013),83AK130162,Thixotropic Typic Cryorthod,55.967,-133.613,HIGH,NA,NA,NA,Oe / Oa,6,0,6,82,6,88,0.00,0.12,0.12,0,46.23,3328,53028,3328,530.3,47.88,,,,,,,,Humo-Ferric Podzol,Om / Oh,,0
712,NRCS (Michaelson et al. 2013),83AK130162,Thixotropic Typic Cryorthod,55.967,-133.613,HIGH,NA,NA,NA,Bs1,0,17,17,,,,0.00,1.46,1.46,13,6.53,14094,,14094,,,,,,,,,,Humo-Ferric Podzol,bf1,,0
713,NRCS (Michaelson et al. 2013),83AK130162,Thixotropic Typic Cryorthod,55.967,-133.613,HIGH,NA,NA,NA,Bs / E,17,25,8,,,,0.00,1.46,1.46,8,9.83,10562,,10562,,,,,,,,,,Humo-Ferric Podzol,bf / E,,0
714,NRCS (Michaelson et al. 2013),83AK130162,Thixotropic Typic Cryorthod,55.967,-133.613,HIGH,NA,NA,NA,Bs2,25,36,11,,,,0.00,1.46,1.46,16,4.26,5744,,5744,,,,,,,,,,Humo-Ferric Podzol,bf2,,0
715,NRCS (Michaelson et al. 2013),83AK130162,Thixotropic Typic Cryorthod,55.967,-133.613,HIGH,NA,NA,NA,CB,36,82,46,,,,0.00,1.91,1.91,21,2.78,19300,,19300,,,,,,,,,,Humo-Ferric Podzol,CB,,0
716,NRCS (Michaelson et al. 2013),83AK130163,Thixotropic Typic Cryorthod,55.967,-133.613,HIGH,NA,NA,NA,Oe / Oa,8,0,8,88,8,96,0.00,0.12,0.12,0,39.18,3761,53814,3761,538.1,54.05,,,,,,,,Humo-Ferric Podzol,Om / Oh,,0
717,NRCS (Michaelson et al. 2013),83AK130163,Thixotropic Typic Cryorthod,55.967,-133.613,HIGH,NA,NA,NA,Bhs / Bs,0,29,29,,,,0.00,1.19,1.19,18,10.06,28469,,28469,,,,,,,,,,Humo-Ferric Podzol,Bhf / bf,,0
718,NRCS (Michaelson et al. 2013),83AK130163,Thixotropic Typic Cryorthod,55.967,-133.613,HIGH,NA,NA,NA,C,29,88,59,,,,0.00,1.91,1.91,17,2.31,21583,,21583,,,,,,,,,,Humo-Ferric Podzol,C,,0
719,NRCS (Michaelson et al. 2013),83AK130164,Thixotropic Typic Cryorthod,55.967,-133.613,HIGH,NA,NA,NA,Oe,4,0,4,88,4,92,0.00,0.12,0.12,0,44.92,2156,53362,2156,533.6,43.28,,,,,,,,Humo-Ferric Podzol,Om,,0
720,NRCS (Michaelson et al. 2013),83AK130164,Thixotropic Typic Cryorthod,55.967,-133.613,HIGH,NA,NA,NA,Bs / Oa,0,14,14,,,,0.00,1.46,1.46,17,9.18,15577,,15577,,,,,,,,,,Humo-Ferric Podzol,bf / Oh,,0
721,NRCS (Michaelson et al. 2013),83AK130164,Thixotropic Typic Cryorthod,55.967,-133.613,HIGH,NA,NA,NA,EB,14,19,5,,,,0.00,1.31,1.31,6,6.30,3882,,3882,,,,,,,,,,Humo-Ferric Podzol,EB,,0
722,NRCS (Michaelson et al. 2013),83AK130164,Thixotropic Typic Cryorthod,55.967,-133.613,HIGH,NA,NA,NA,Bs,19,34,15,,,,0.00,1.46,1.46,17,5.87,10670,,10670,,,,,,,,,,Humo-Ferric Podzol,bf,,0
723,NRCS (Michaelson et al. 2013),83AK130164,Thixotropic Typic Cryorthod,55.967,-133.613,HIGH,NA,NA,NA,CB,34,88,54,,,,0.00,1.91,1.91,17,2.46,21076,,21076,,,,,,,,,,Humo-Ferric Podzol,CB,,0
724,NRCS (Michaelson et al. 2013),83AK130153,Thixotropic Humic Lithic Cryorthod,55.996,-133.463,HIGH,NA,NA,NA,Oe,11,5,6,22,11,33,0.00,0.12,0.12,0,49.60,3571,38420,3571,384.2,59.41,,,,,,,,Ferro-Humic Podzol,Om,,0
725,NRCS (Michaelson et al. 2013),83AK130153,Thixotropic Humic Lithic Cryorthod,55.996,-133.463,HIGH,NA,NA,NA,Oa,5,0,5,,,,0.00,0.15,0.15,0,47.61,3571,,3571,,,,,,,,,,Ferro-Humic Podzol,Oh,,0
726,NRCS (Michaelson et al. 2013),83AK130153,Thixotropic Humic Lithic Cryorthod,55.996,-133.463,HIGH,NA,NA,NA,E,0,4,4,,,,0.00,0.93,0.93,3,9.93,3585,,3585,,,,,,,,,,Ferro-Humic Podzol,E,,0
727,NRCS (Michaelson et al. 2013),83AK130153,Thixotropic Humic Lithic Cryorthod,55.996,-133.463,HIGH,NA,NA,NA,Bh,4,22,18,,,,0.00,0.86,0.86,8,19.45,27693,,27693,,,,,,,,,,Ferro-Humic Podzol,Bh,,0
728,NRCS (Michaelson et al. 2013),83AK130145,"Loamy-skeletal, mixed Typic Fragiaquept",54.875,-132.964,HIGH,NA,NA,NA,Oe,10,0,10,102,10,112,0.00,0.13,0.13,0,16.11,2095,16044,2095,158.8,24.78,,,,,,,,Dystric Brunisol,Om,,0
729,NRCS (Michaelson et al. 2013),83AK130145,"Loamy-skeletal, mixed Typic Fragiaquept",54.875,-132.964,HIGH,NA,NA,NA,C,0,36,36,,,,0.00,1.38,1.38,7,1.83,8460,,8460,,,,,,,,,,Dystric Brunisol,C,,0
730,NRCS (Michaelson et al. 2013),83AK130145,"Loamy-skeletal, mixed Typic Fragiaquept",54.875,-132.964,HIGH,NA,NA,NA,Cr,36,102,66,,,,0.00,1.38,1.38,11,0.68,5490,,5323,,,,,,,,,,Dystric Brunisol,Cr,,0
731,NRCS (Michaelson et al. 2013),83AK130154,Thixotropic-skeletal Typic Cryaquod,54.875,-132.964,HIGH,NA,NA,NA,O,8,0,8,104,8,112,0.00,0.11,0.11,0,28.74,2529,14956,2529,146.9,30.48,,,,,,,,Humic Podzol,O,,0
732,NRCS (Michaelson et al. 2013),83AK130154,Thixotropic-skeletal Typic Cryaquod,54.875,-132.964,HIGH,NA,NA,NA,Bhs1,0,16,16,,,,0.00,0.86,0.86,8,3.94,4987,,4987,,,,,,,,,,Humic Podzol,Bhf1,,0
733,NRCS (Michaelson et al. 2013),83AK130154,Thixotropic-skeletal Typic Cryaquod,54.875,-132.964,HIGH,NA,NA,NA,Bhs2,16,41,25,,,,0.00,0.86,0.86,20,1.92,3305,,3305,,,,,,,,,,Humic Podzol,Bhf2,,0
734,NRCS (Michaelson et al. 2013),83AK130154,Thixotropic-skeletal Typic Cryaquod,54.875,-132.964,HIGH,NA,NA,NA,Bs,41,104,63,,,,0.00,1.17,1.17,30,0.80,4135,,3872,,,,,,,,,,Humic Podzol,bf,,0
735,NRCS (Michaelson et al. 2013),83AK130155,Thixotropic Humic Cryorthod,54.875,-132.964,HIGH,NA,NA,NA,O,5,0,5,100,5,105,0.00,0.11,0.11,0,15.58,857,38732,857,387.3,47.20,,,,,,,,Ferro-Humic Podzol,O,,0
736,NRCS (Michaelson et al. 2013),83AK130155,Thixotropic Humic Cryorthod,54.875,-132.964,HIGH,NA,NA,NA,Bhs1,0,26,26,,,,0.00,0.86,0.86,3,6.60,14324,,14324,,,,,,,,,,Ferro-Humic Podzol,Bhf1,,0
737,NRCS (Michaelson et al. 2013),83AK130155,Thixotropic Humic Cryorthod,54.875,-132.964,HIGH,NA,NA,NA,Bhs2,26,58,32,,,,0.00,0.86,0.86,3,5.14,13711,,13711,,,,,,,,,,Ferro-Humic Podzol,Bhf2,,0
738,NRCS (Michaelson et al. 2013),83AK130155,Thixotropic Humic Cryorthod,54.875,-132.964,HIGH,NA,NA,NA,Bs,58,100,42,,,,0.00,1.17,1.17,7,2.15,9840,,9840,,,,,,,,,,Ferro-Humic Podzol,bf,,0
739,NRCS (Michaelson et al. 2013),83AK130156,Thixotropic-skeletal Cryic Fragiaquod,54.875,-132.864,HIGH,NA,NA,NA,O,8,0,8,102,8,110,0.00,0.11,0.11,0,25.81,2271,28151,2271,279.9,42.31,,,,,,,,Humic Podzol,O,,0
740,NRCS (Michaelson et al. 2013),83AK130156,Thixotropic-skeletal Cryic Fragiaquod,54.875,-132.864,HIGH,NA,NA,NA,Bhs1,0,15,15,,,,0.00,0.86,0.86,2,9.01,11388,,11388,,,,,,,,,,Humic Podzol,Bhf1,,0
741,NRCS (Michaelson et al. 2013),83AK130156,Thixotropic-skeletal Cryic Fragiaquod,54.875,-132.864,HIGH,NA,NA,NA,Bhs2,15,51,36,,,,0.00,0.86,0.86,10,3.70,10304,,10304,,,,,,,,,,Humic Podzol,Bhf2,,0
742,NRCS (Michaelson et al. 2013),83AK130156,Thixotropic-skeletal Cryic Fragiaquod,54.875,-132.864,HIGH,NA,NA,NA,Cr,51,102,51,,,,0.00,1.74,1.74,6,0.50,4188,,4024,,,,,,,,,,Humic Podzol,Cr,,0
743,NRCS (Michaelson et al. 2013),84AK130153,Thixotropic-skeletal Cryic Fragiaquod,54.875,-132.964,HIGH,NA,NA,NA,O,5,0,5,102,5,107,0.00,0.11,0.11,0,17.00,935,28370,935,282.4,36.52,,,,,,,,Humic Podzol,O,,0
744,NRCS (Michaelson et al. 2013),84AK130153,Thixotropic-skeletal Cryic Fragiaquod,54.875,-132.964,HIGH,NA,NA,NA,Bhs1,0,10,10,,,,0.00,0.86,0.86,14,1.71,1264,,1264,,,,,,,,,,Humic Podzol,Bhf1,,0
745,NRCS (Michaelson et al. 2013),84AK130153,Thixotropic-skeletal Cryic Fragiaquod,54.875,-132.964,HIGH,NA,NA,NA,Bhs2,10,51,41,,,,0.00,0.86,0.86,3,6.67,22818,,22818,,,,,,,,,,Humic Podzol,Bhf2,,0
746,NRCS (Michaelson et al. 2013),84AK130153,Thixotropic-skeletal Cryic Fragiaquod,54.875,-132.964,HIGH,NA,NA,NA,Cr,51,102,51,,,,0.00,1.74,1.74,9,0.42,3353,,3221,,,,,,,,,,Humic Podzol,Cr,,0
747,NRCS (Michaelson et al. 2013),83AK280140,Thixotropic Typic Cryaquod,54.892,-132.858,HIGH,NA,NA,NA,O,20,0,20,150,20,170,0.00,0.11,0.11,0,32.87,7230,26894,7230,268.9,56.66,,,,,,,,Humic Podzol,O,,0
748,NRCS (Michaelson et al. 2013),83AK280140,Thixotropic Typic Cryaquod,54.892,-132.858,HIGH,NA,NA,NA,E,0,1,1,,,,0.00,0.93,0.93,3,2.63,237,,237,,,,,,,,,,Humic Podzol,E,,0
749,NRCS (Michaelson et al. 2013),83AK280140,Thixotropic Typic Cryaquod,54.892,-132.858,HIGH,NA,NA,NA,Bhs,1,18,17,,,,0.00,0.86,0.86,3,2.73,3875,,3875,,,,,,,,,,Humic Podzol,Bhf,,0
750,NRCS (Michaelson et al. 2013),83AK280140,Thixotropic Typic Cryaquod,54.892,-132.858,HIGH,NA,NA,NA,By,18,55,37,,,,0.00,1.71,1.71,5,1.39,8357,,8357,,,,,,,,,,Humic Podzol,By,,0
751,NRCS (Michaelson et al. 2013),83AK280140,Thixotropic Typic Cryaquod,54.892,-132.858,HIGH,NA,NA,NA,C,55,150,95,,,,0.00,1.74,1.74,8,0.47,7195,,7195,,,,,,,,,,Humic Podzol,C,,0
752,NRCS (Michaelson et al. 2013),83AK130141,Thixotropic Humic Cryorthod,54.937,-132.933,HIGH,NA,NA,NA,O,3,0,3,76,3,79,0.00,0.11,0.11,,37.79,1247,30864,1247,308.6,31.18,,,,,,,,Ferro-Humic Podzol,O,,1
753,NRCS (Michaelson et al. 2013),83AK130141,Thixotropic Humic Cryorthod,54.937,-132.933,HIGH,NA,NA,NA,Bhs,0,10,10,,,,0.00,0.86,0.86,1,4.76,4053,,4053,,,,,,,,,,Ferro-Humic Podzol,Bhf,,0
754,NRCS (Michaelson et al. 2013),83AK130141,Thixotropic Humic Cryorthod,54.937,-132.933,HIGH,NA,NA,NA,Bs,10,46,36,,,,0.00,1.17,1.17,6,2.39,9480,,9480,,,,,,,,,,Ferro-Humic Podzol,bf,,0
755,NRCS (Michaelson et al. 2013),83AK130141,Thixotropic Humic Cryorthod,54.937,-132.933,HIGH,NA,NA,NA,C,46,76,30,,,,0.00,1.74,1.74,3,3.18,16084,,16084,,,,,,,,,,Ferro-Humic Podzol,C,,0
756,NRCS (Michaelson et al. 2013),83AK130141,Thixotropic Humic Cryorthod,54.937,-132.933,HIGH,NA,NA,NA,R,76,76,0,,,,0.00,0,0,,0.00,0,,0,,,,,,,,,,Ferro-Humic Podzol,R,,1
757,NRCS (Michaelson et al. 2013),83AK130149,"Coarse-loamy, mixed Humic Cryorthod",54.937,-132.933,HIGH,NA,NA,NA,O,8,0,8,76,8,84,0.00,0.11,0.11,0,30.43,2677,25093,2677,250.9,27.99,,,,,,,,Ferro-Humic Podzol,O,,0
758,NRCS (Michaelson et al. 2013),83AK130149,"Coarse-loamy, mixed Humic Cryorthod",54.937,-132.933,HIGH,NA,NA,NA,Bh,0,13,13,,,,0.00,0.86,0.86,2,2.83,3105,,3105,,,,,,,,,,Ferro-Humic Podzol,Bh,,0
759,NRCS (Michaelson et al. 2013),83AK130149,"Coarse-loamy, mixed Humic Cryorthod",54.937,-132.933,HIGH,NA,NA,NA,BC,13,51,38,,,,0.00,1.71,1.71,3,2.21,13913,,13913,,,,,,,,,,Ferro-Humic Podzol,BC,,0
760,NRCS (Michaelson et al. 2013),83AK130149,"Coarse-loamy, mixed Humic Cryorthod",54.937,-132.933,HIGH,NA,NA,NA,C,51,76,25,,,,0.00,1.74,1.74,3,1.28,5398,,5398,,,,,,,,,,Ferro-Humic Podzol,C,,0
761,NRCS (Michaelson et al. 2013),83AK130150,"Coarse-loamy, mixed Typic Cryorthod",54.937,-132.933,HIGH,NA,NA,NA,O,2,0,2,102,2,104,0.00,0.14,0.14,0,15.13,424,36487,424,357.3,28.67,,,,,,,,Humo-Ferric Podzol,O,,0
762,NRCS (Michaelson et al. 2013),83AK130150,"Coarse-loamy, mixed Typic Cryorthod",54.937,-132.933,HIGH,NA,NA,NA,Bhs1,0,13,13,,,,0.00,1.19,1.19,8,3.67,5222,,5222,,,,,,,,,,Humo-Ferric Podzol,Bhf1,,0
763,NRCS (Michaelson et al. 2013),83AK130150,"Coarse-loamy, mixed Typic Cryorthod",54.937,-132.933,HIGH,NA,NA,NA,Bhs2,13,46,33,,,,0.00,1.19,1.19,5,2.61,9725,,9725,,,,,,,,,,Humo-Ferric Podzol,Bhf2,,0
764,NRCS (Michaelson et al. 2013),83AK130150,"Coarse-loamy, mixed Typic Cryorthod",54.937,-132.933,HIGH,NA,NA,NA,C,46,102,56,,,,0.00,1.91,1.91,4,2.06,21117,,20362,,,,,,,,,,Humo-Ferric Podzol,C,,0
765,NRCS (Michaelson et al. 2013),83AK130151,Thixotropic Humic Cryorthod,54.937,-132.933,HIGH,NA,NA,NA,O,5,0,5,102,5,107,0.00,0.11,0.11,0,29.58,1627,27282,1627,270.1,33.21,,,,,,,,Ferro-Humic Podzol,O,,0
766,NRCS (Michaelson et al. 2013),83AK130151,Thixotropic Humic Cryorthod,54.937,-132.933,HIGH,NA,NA,NA,Bhs,0,20,20,,,,0.00,0.86,0.86,3,4.02,6701,,6701,,,,,,,,,,Ferro-Humic Podzol,Bhf,,0
767,NRCS (Michaelson et al. 2013),83AK130151,Thixotropic Humic Cryorthod,54.937,-132.933,HIGH,NA,NA,NA,Bs,20,53,33,,,,0.00,1.17,1.17,22,2.81,8461,,8461,,,,,,,,,,Ferro-Humic Podzol,bf,,0
768,NRCS (Michaelson et al. 2013),83AK130151,Thixotropic Humic Cryorthod,54.937,-132.933,HIGH,NA,NA,NA,BC,53,76,23,,,,0.00,1.71,1.71,27,2.11,6071,,6071,,,,,,,,,,Ferro-Humic Podzol,BC,,0
769,NRCS (Michaelson et al. 2013),83AK130151,Thixotropic Humic Cryorthod,54.937,-132.933,HIGH,NA,NA,NA,C1,76,89,13,,,,0.00,1.74,1.74,21,1.50,2674,,2674,,,,,,,,,,Ferro-Humic Podzol,C1,,0
770,NRCS (Michaelson et al. 2013),83AK130151,Thixotropic Humic Cryorthod,54.937,-132.933,HIGH,NA,NA,NA,C2,89,102,13,,,,0.00,1.74,1.74,20,0.97,1747,,1478,,,,,,,,,,Ferro-Humic Podzol,C2,,0
771,NRCS (Michaelson et al. 2013),83AK130152,Thixotropic Humic Cryorthod,54.937,-132.933,HIGH,NA,NA,NA,O,8,0,8,89,8,97,0.00,0.11,0.11,0,16.48,1450,22574,1450,225.7,32.11,,,,,,,,Ferro-Humic Podzol,O,,0
772,NRCS (Michaelson et al. 2013),83AK130152,Thixotropic Humic Cryorthod,54.937,-132.933,HIGH,NA,NA,NA,Bhs1,0,20,20,,,,0.00,0.86,0.86,11,3.76,5749,,5749,,,,,,,,,,Ferro-Humic Podzol,Bhf1,,0
773,NRCS (Michaelson et al. 2013),83AK130152,Thixotropic Humic Cryorthod,54.937,-132.933,HIGH,NA,NA,NA,Bhs2,20,48,28,,,,0.00,0.86,0.86,11,2.61,5587,,5587,,,,,,,,,,Ferro-Humic Podzol,Bhf2,,0
774,NRCS (Michaelson et al. 2013),83AK130152,Thixotropic Humic Cryorthod,54.937,-132.933,HIGH,NA,NA,NA,C,48,89,41,,,,0.00,1.74,1.74,2,1.40,9788,,9788,,,,,,,,,,Ferro-Humic Podzol,C,,0
775,NRCS (Michaelson et al. 2013),83AK280139,Thixotropic-skeletal Humic Cryorthod,54.937,-132.992,HIGH,NA,NA,NA,O,8,0,8,102,8,110,0.00,0.11,0.11,0,20.62,1815,18766,1815,184.0,29.26,,,,,,,,Ferro-Humic Podzol,O,,0
776,NRCS (Michaelson et al. 2013),83AK280139,Thixotropic-skeletal Humic Cryorthod,54.937,-132.992,HIGH,NA,NA,NA,Bhs,0,61,61,,,,0.00,0.86,0.86,22,2.29,9363,,9363,,,,,,,,,,Ferro-Humic Podzol,Bhf,,0
777,NRCS (Michaelson et al. 2013),83AK280139,Thixotropic-skeletal Humic Cryorthod,54.937,-132.992,HIGH,NA,NA,NA,C,61,102,41,,,,0.00,1.74,1.74,19,1.31,7588,,7218,,,,,,,,,,Ferro-Humic Podzol,C,,0
